date,currency_code,price_in_PLN_raw,ingest_date,rate_type,update_frequency,day,month,year
2025-11-19,CNY,0.5155,2025-12-19,A,DAILY,19,11,2025
2025-12-11,CHF,4.5277,2025-12-19,A,DAILY,11,12,2025
2025-12-12,DKK,0.5659,2025-12-19,A,DAILY,12,12,2025
2025-11-24,SGD,2.8133,2025-12-19,A,DAILY,24,11,2025
2025-12-12,CNY,0.5106,2025-12-19,A,DAILY,12,12,2025
2025-11-28,NOK,0.3602,2025-12-19,A,DAILY,28,11,2025
2025-12-15,INR,0.0396,2025-12-19,A,DAILY,15,12,2025
2025-11-26,ISK,0.0290,2025-12-19,A,DAILY,26,11,2025
2025-11-28,IDR,0.0002,2025-12-19,A,DAILY,28,11,2025
2025-12-01,HKD,0.4672,2025-12-19,A,DAILY,1,12,2025
2025-12-18,XDR,4.9468,2025-12-19,A,DAILY,18,12,2025
2025-12-04,CAD,2.5951,2025-12-19,A,DAILY,4,12,2025
2025-12-10,AUD,2.4157,2025-12-19,A,DAILY,10,12,2025
2025-11-25,ISK,0.0288,2025-12-19,A,DAILY,25,11,2025
2025-12-05,HKD,0.4665,2025-12-19,A,DAILY,5,12,2025
2025-12-04,USD,3.6221,2025-12-19,A,DAILY,4,12,2025
2025-12-11,XDR,4.9713,2025-12-19,A,DAILY,11,12,2025
2025-12-03,CLP,0.0039,2025-12-19,A,DAILY,3,12,2025
2025-12-09,JPY,0.0233,2025-12-19,A,DAILY,9,12,2025
2025-12-10,ZAR,0.2134,2025-12-19,A,DAILY,10,12,2025
2025-12-01,CLP,0.0039,2025-12-19,A,DAILY,1,12,2025
2025-11-27,HKD,0.4694,2025-12-19,A,DAILY,27,11,2025
2025-12-12,MYR,0.8786,2025-12-19,A,DAILY,12,12,2025
2025-12-16,CHF,4.5149,2025-12-19,A,DAILY,16,12,2025
2025-11-21,ISK,0.0289,2025-12-19,A,DAILY,21,11,2025
2025-12-15,BRL,0.6630,2025-12-19,A,DAILY,15,12,2025
2025-11-21,HUF,0.0111,2025-12-19,A,DAILY,21,11,2025
2025-12-05,MYR,0.8833,2025-12-19,A,DAILY,5,12,2025
2025-12-10,SEK,0.3885,2025-12-19,A,DAILY,10,12,2025
2025-12-11,UAH,0.0854,2025-12-19,A,DAILY,11,12,2025
2025-12-02,NOK,0.3598,2025-12-19,A,DAILY,2,12,2025
2025-12-04,SGD,2.7970,2025-12-19,A,DAILY,4,12,2025
2025-12-11,INR,0.0400,2025-12-19,A,DAILY,11,12,2025
2025-12-12,RON,0.8304,2025-12-19,A,DAILY,12,12,2025
2025-12-18,ISK,0.0284,2025-12-19,A,DAILY,18,12,2025
2025-12-19,SEK,0.3861,2025-12-19,A,DAILY,19,12,2025
2025-12-11,EUR,4.2284,2025-12-19,A,DAILY,11,12,2025
2025-11-26,PHP,0.0622,2025-12-19,A,DAILY,26,11,2025
2025-12-09,BRL,0.6689,2025-12-19,A,DAILY,9,12,2025
2025-12-16,CZK,0.1736,2025-12-19,A,DAILY,16,12,2025
2025-12-04,BRL,0.6824,2025-12-19,A,DAILY,4,12,2025
2025-12-12,BGN,2.1613,2025-12-19,A,DAILY,12,12,2025
2025-11-25,ZAR,0.2126,2025-12-19,A,DAILY,25,11,2025
2025-11-25,GBP,4.8171,2025-12-19,A,DAILY,25,11,2025
2025-12-09,TRY,0.0854,2025-12-19,A,DAILY,9,12,2025
2025-11-26,CHF,4.5350,2025-12-19,A,DAILY,26,11,2025
2025-12-19,AUD,2.3750,2025-12-19,A,DAILY,19,12,2025
2025-11-27,EUR,4.2270,2025-12-19,A,DAILY,27,11,2025
2025-11-24,CAD,2.6022,2025-12-19,A,DAILY,24,11,2025
2025-12-09,EUR,4.2340,2025-12-19,A,DAILY,9,12,2025
2025-12-19,BGN,2.1522,2025-12-19,A,DAILY,19,12,2025
2025-12-02,CAD,2.6065,2025-12-19,A,DAILY,2,12,2025
2025-12-09,CLP,0.0039,2025-12-19,A,DAILY,9,12,2025
2025-12-15,PHP,0.0609,2025-12-19,A,DAILY,15,12,2025
2025-12-04,GBP,4.8342,2025-12-19,A,DAILY,4,12,2025
2025-11-26,KRW,0.0025,2025-12-19,A,DAILY,26,11,2025
2025-11-28,HKD,0.4705,2025-12-19,A,DAILY,28,11,2025
2025-12-09,PHP,0.0612,2025-12-19,A,DAILY,9,12,2025
2025-11-27,NZD,2.0867,2025-12-19,A,DAILY,27,11,2025
2025-12-17,MYR,0.8799,2025-12-19,A,DAILY,17,12,2025
2025-12-11,CAD,2.6172,2025-12-19,A,DAILY,11,12,2025
2025-11-28,EUR,4.2369,2025-12-19,A,DAILY,28,11,2025
2025-12-01,SGD,2.8087,2025-12-19,A,DAILY,1,12,2025
2025-12-09,HUF,0.0110,2025-12-19,A,DAILY,9,12,2025
2025-12-09,NOK,0.3595,2025-12-19,A,DAILY,9,12,2025
2025-12-10,XDR,4.9701,2025-12-19,A,DAILY,10,12,2025
2025-11-27,BGN,2.1613,2025-12-19,A,DAILY,27,11,2025
2025-12-10,RON,0.8307,2025-12-19,A,DAILY,10,12,2025
2025-11-25,BGN,2.1628,2025-12-19,A,DAILY,25,11,2025
2025-11-20,CHF,4.5538,2025-12-19,A,DAILY,20,11,2025
2025-12-08,MXN,0.1995,2025-12-19,A,DAILY,8,12,2025
2025-12-12,USD,3.6027,2025-12-19,A,DAILY,12,12,2025
2025-12-16,TRY,0.0840,2025-12-19,A,DAILY,16,12,2025
2025-12-11,THB,0.1138,2025-12-19,A,DAILY,11,12,2025
2025-12-09,DKK,0.5669,2025-12-19,A,DAILY,9,12,2025
2025-12-17,ISK,0.0285,2025-12-19,A,DAILY,17,12,2025
2025-12-18,BRL,0.6502,2025-12-19,A,DAILY,18,12,2025
2025-12-19,GBP,4.8091,2025-12-19,A,DAILY,19,12,2025
2025-12-10,THB,0.1141,2025-12-19,A,DAILY,10,12,2025
2025-12-19,KRW,0.0024,2025-12-19,A,DAILY,19,12,2025
2025-12-08,NZD,2.0999,2025-12-19,A,DAILY,8,12,2025
2025-12-17,INR,0.0398,2025-12-19,A,DAILY,17,12,2025
2025-11-26,CNY,0.5167,2025-12-19,A,DAILY,26,11,2025
2025-12-11,BGN,2.1619,2025-12-19,A,DAILY,11,12,2025
2025-11-25,RON,0.8313,2025-12-19,A,DAILY,25,11,2025
2025-12-04,AUD,2.3963,2025-12-19,A,DAILY,4,12,2025
2025-11-27,UAH,0.0864,2025-12-19,A,DAILY,27,11,2025
2025-12-18,CAD,2.6049,2025-12-19,A,DAILY,18,12,2025
2025-12-04,INR,0.0403,2025-12-19,A,DAILY,4,12,2025
2025-12-09,RON,0.8319,2025-12-19,A,DAILY,9,12,2025
2025-12-12,EUR,4.2271,2025-12-19,A,DAILY,12,12,2025
2025-12-16,SGD,2.7857,2025-12-19,A,DAILY,16,12,2025
2025-11-20,XDR,4.9719,2025-12-19,A,DAILY,20,11,2025
2025-11-27,TRY,0.0858,2025-12-19,A,DAILY,27,11,2025
2025-12-02,XDR,4.9838,2025-12-19,A,DAILY,2,12,2025
2025-11-24,THB,0.1131,2025-12-19,A,DAILY,24,11,2025
2025-12-16,THB,0.1140,2025-12-19,A,DAILY,16,12,2025
2025-11-27,DKK,0.5659,2025-12-19,A,DAILY,27,11,2025
2025-12-18,NOK,0.3520,2025-12-19,A,DAILY,18,12,2025
2025-12-04,NOK,0.3594,2025-12-19,A,DAILY,4,12,2025
2025-11-27,ILS,1.1156,2025-12-19,A,DAILY,27,11,2025
2025-11-28,ISK,0.0287,2025-12-19,A,DAILY,28,11,2025
2025-12-03,PHP,0.0617,2025-12-19,A,DAILY,3,12,2025
2025-12-18,ILS,1.1133,2025-12-19,A,DAILY,18,12,2025
2025-12-17,SEK,0.3852,2025-12-19,A,DAILY,17,12,2025
2025-11-24,CZK,0.1749,2025-12-19,A,DAILY,24,11,2025
2025-12-08,BRL,0.6673,2025-12-19,A,DAILY,8,12,2025
2025-12-10,NOK,0.3577,2025-12-19,A,DAILY,10,12,2025
2025-12-05,BRL,0.6837,2025-12-19,A,DAILY,5,12,2025
2025-12-09,SGD,2.8029,2025-12-19,A,DAILY,9,12,2025
2025-12-17,JPY,0.0231,2025-12-19,A,DAILY,17,12,2025
2025-11-27,ZAR,0.2125,2025-12-19,A,DAILY,27,11,2025
2025-12-16,UAH,0.0852,2025-12-19,A,DAILY,16,12,2025
2025-12-15,THB,0.1143,2025-12-19,A,DAILY,15,12,2025
2025-11-28,ILS,1.1237,2025-12-19,A,DAILY,28,11,2025
2025-11-21,RON,0.8349,2025-12-19,A,DAILY,21,11,2025
2025-12-01,BRL,0.6817,2025-12-19,A,DAILY,1,12,2025
2025-11-19,ILS,1.1234,2025-12-19,A,DAILY,19,11,2025
2025-11-21,XDR,4.9954,2025-12-19,A,DAILY,21,11,2025
2025-12-04,SEK,0.3859,2025-12-19,A,DAILY,4,12,2025
2025-12-02,UAH,0.0862,2025-12-19,A,DAILY,2,12,2025
2025-12-15,TRY,0.0841,2025-12-19,A,DAILY,15,12,2025
2025-11-20,EUR,4.2289,2025-12-19,A,DAILY,20,11,2025
2025-11-26,HKD,0.4703,2025-12-19,A,DAILY,26,11,2025
2025-11-27,MYR,0.8836,2025-12-19,A,DAILY,27,11,2025
2025-12-11,MXN,0.1987,2025-12-19,A,DAILY,11,12,2025
2025-12-17,BGN,2.1550,2025-12-19,A,DAILY,17,12,2025
2025-11-21,ZAR,0.2126,2025-12-19,A,DAILY,21,11,2025
2025-11-25,CAD,2.5984,2025-12-19,A,DAILY,25,11,2025
2025-12-12,NOK,0.3569,2025-12-19,A,DAILY,12,12,2025
2025-12-03,CZK,0.1753,2025-12-19,A,DAILY,3,12,2025
2025-12-17,PHP,0.0613,2025-12-19,A,DAILY,17,12,2025
2025-12-03,HKD,0.4667,2025-12-19,A,DAILY,3,12,2025
2025-12-16,BRL,0.6635,2025-12-19,A,DAILY,16,12,2025
2025-12-18,HUF,0.0108,2025-12-19,A,DAILY,18,12,2025
2025-11-20,NOK,0.3604,2025-12-19,A,DAILY,20,11,2025
2025-12-01,RON,0.8307,2025-12-19,A,DAILY,1,12,2025
2025-12-09,CHF,4.5103,2025-12-19,A,DAILY,9,12,2025
2025-11-27,HUF,0.0111,2025-12-19,A,DAILY,27,11,2025
2025-12-10,CNY,0.5143,2025-12-19,A,DAILY,10,12,2025
2025-12-12,CLP,0.0039,2025-12-19,A,DAILY,12,12,2025
2025-11-26,MYR,0.8844,2025-12-19,A,DAILY,26,11,2025
2025-11-28,GBP,4.8375,2025-12-19,A,DAILY,28,11,2025
2025-11-28,JPY,0.0234,2025-12-19,A,DAILY,28,11,2025
2025-12-04,IDR,0.0002,2025-12-19,A,DAILY,4,12,2025
2025-11-19,INR,0.0414,2025-12-19,A,DAILY,19,11,2025
2025-12-09,CZK,0.1745,2025-12-19,A,DAILY,9,12,2025
2025-11-27,NOK,0.3583,2025-12-19,A,DAILY,27,11,2025
2025-12-10,MYR,0.8822,2025-12-19,A,DAILY,10,12,2025
2025-12-11,CNY,0.5119,2025-12-19,A,DAILY,11,12,2025
2025-12-15,CAD,2.6101,2025-12-19,A,DAILY,15,12,2025
2025-11-25,PHP,0.0623,2025-12-19,A,DAILY,25,11,2025
2025-12-05,CZK,0.1749,2025-12-19,A,DAILY,5,12,2025
2025-11-24,BGN,2.1651,2025-12-19,A,DAILY,24,11,2025
2025-11-27,RON,0.8304,2025-12-19,A,DAILY,27,11,2025
2025-12-11,HKD,0.4642,2025-12-19,A,DAILY,11,12,2025
2025-11-25,TRY,0.0863,2025-12-19,A,DAILY,25,11,2025
2025-12-18,NZD,2.0688,2025-12-19,A,DAILY,18,12,2025
2025-12-19,CAD,2.6056,2025-12-19,A,DAILY,19,12,2025
2025-11-27,CNY,0.5155,2025-12-19,A,DAILY,27,11,2025
2025-11-26,NZD,2.0764,2025-12-19,A,DAILY,26,11,2025
2025-11-21,EUR,4.2489,2025-12-19,A,DAILY,21,11,2025
2025-12-09,MYR,0.8830,2025-12-19,A,DAILY,9,12,2025
2025-12-01,USD,3.6383,2025-12-19,A,DAILY,1,12,2025
2025-12-17,DKK,0.5641,2025-12-19,A,DAILY,17,12,2025
2025-12-02,HKD,0.4689,2025-12-19,A,DAILY,2,12,2025
2025-12-01,KRW,0.0025,2025-12-19,A,DAILY,1,12,2025
2025-11-24,NZD,2.0564,2025-12-19,A,DAILY,24,11,2025
2025-11-26,SEK,0.3842,2025-12-19,A,DAILY,26,11,2025
2025-12-09,ILS,1.1313,2025-12-19,A,DAILY,9,12,2025
2025-12-08,KRW,0.0025,2025-12-19,A,DAILY,8,12,2025
2025-11-20,INR,0.0414,2025-12-19,A,DAILY,20,11,2025
2025-11-21,HKD,0.4736,2025-12-19,A,DAILY,21,11,2025
2025-12-02,CZK,0.1754,2025-12-19,A,DAILY,2,12,2025
2025-12-08,HUF,0.0111,2025-12-19,A,DAILY,8,12,2025
2025-12-01,DKK,0.5662,2025-12-19,A,DAILY,1,12,2025
2025-12-04,RON,0.8306,2025-12-19,A,DAILY,4,12,2025
2025-12-18,MYR,0.8784,2025-12-19,A,DAILY,18,12,2025
2025-11-25,IDR,0.0002,2025-12-19,A,DAILY,25,11,2025
2025-12-16,GBP,4.8171,2025-12-19,A,DAILY,16,12,2025
2025-12-12,KRW,0.0024,2025-12-19,A,DAILY,12,12,2025
2025-12-16,RON,0.8294,2025-12-19,A,DAILY,16,12,2025
2025-12-03,EUR,4.2312,2025-12-19,A,DAILY,3,12,2025
2025-12-02,EUR,4.2390,2025-12-19,A,DAILY,2,12,2025
2025-12-02,GBP,4.8228,2025-12-19,A,DAILY,2,12,2025
2025-12-03,SGD,2.8052,2025-12-19,A,DAILY,3,12,2025
2025-12-19,THB,0.1142,2025-12-19,A,DAILY,19,12,2025
2025-11-26,EUR,4.2330,2025-12-19,A,DAILY,26,11,2025
2025-12-17,NOK,0.3525,2025-12-19,A,DAILY,17,12,2025
2025-12-11,RON,0.8308,2025-12-19,A,DAILY,11,12,2025
2025-11-20,BRL,0.6878,2025-12-19,A,DAILY,20,11,2025
2025-12-03,ZAR,0.2124,2025-12-19,A,DAILY,3,12,2025
2025-12-16,CAD,2.6082,2025-12-19,A,DAILY,16,12,2025
2025-11-19,BGN,2.1691,2025-12-19,A,DAILY,19,11,2025
2025-12-05,SEK,0.3861,2025-12-19,A,DAILY,5,12,2025
2025-12-04,XDR,4.9731,2025-12-19,A,DAILY,4,12,2025
2025-12-03,JPY,0.0233,2025-12-19,A,DAILY,3,12,2025
2025-12-16,AUD,2.3836,2025-12-19,A,DAILY,16,12,2025
2025-12-15,CLP,0.0039,2025-12-19,A,DAILY,15,12,2025
2025-12-15,KRW,0.0025,2025-12-19,A,DAILY,15,12,2025
2025-11-19,RON,0.8335,2025-12-19,A,DAILY,19,11,2025
2025-11-20,CLP,0.0039,2025-12-19,A,DAILY,20,11,2025
2025-11-19,ZAR,0.2135,2025-12-19,A,DAILY,19,11,2025
2025-11-26,CLP,0.0039,2025-12-19,A,DAILY,26,11,2025
2025-11-24,XDR,4.9785,2025-12-19,A,DAILY,24,11,2025
2025-12-03,THB,0.1138,2025-12-19,A,DAILY,3,12,2025
2025-11-19,UAH,0.0871,2025-12-19,A,DAILY,19,11,2025
2025-12-16,MYR,0.8794,2025-12-19,A,DAILY,16,12,2025
2025-12-16,BGN,2.1596,2025-12-19,A,DAILY,16,12,2025
2025-11-20,PHP,0.0621,2025-12-19,A,DAILY,20,11,2025
2025-11-27,USD,3.6510,2025-12-19,A,DAILY,27,11,2025
2025-11-21,CZK,0.1753,2025-12-19,A,DAILY,21,11,2025
2025-12-02,RON,0.8330,2025-12-19,A,DAILY,2,12,2025
2025-11-26,TRY,0.0862,2025-12-19,A,DAILY,26,11,2025
2025-11-19,CAD,2.6185,2025-12-19,A,DAILY,19,11,2025
2025-12-04,CZK,0.1748,2025-12-19,A,DAILY,4,12,2025
2025-12-18,MXN,0.1994,2025-12-19,A,DAILY,18,12,2025
2025-11-24,AUD,2.3676,2025-12-19,A,DAILY,24,11,2025
2025-12-02,DKK,0.5676,2025-12-19,A,DAILY,2,12,2025
2025-12-17,ZAR,0.2148,2025-12-19,A,DAILY,17,12,2025
2025-12-03,AUD,2.3913,2025-12-19,A,DAILY,3,12,2025
2025-12-09,AUD,2.4145,2025-12-19,A,DAILY,9,12,2025
2025-12-19,CHF,4.5197,2025-12-19,A,DAILY,19,12,2025
2025-11-24,DKK,0.5670,2025-12-19,A,DAILY,24,11,2025
2025-12-04,MYR,0.8809,2025-12-19,A,DAILY,4,12,2025
2025-12-15,EUR,4.2192,2025-12-19,A,DAILY,15,12,2025
2025-11-19,NZD,2.0649,2025-12-19,A,DAILY,19,11,2025
2025-11-26,BRL,0.6795,2025-12-19,A,DAILY,26,11,2025
